code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,Average_Assesment_Score,Total_no_of_material_use
BBB,2014B,F,Scotland,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,89.66666666666669,325.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,120,N,Pass,73.54545454545455,804.0
BBB,2014B,F,Wales,A Level or Equivalent,20-30%,0-35,2,60,N,Distinction,84.72727272727273,177.0
BBB,2014B,F,South West Region,Lower Than A Level,50-60%,0-35,1,180,N,Fail,48.2,54.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,68.2,214.0
BBB,2014B,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,86.1,553.0
BBB,2014B,F,London Region,No Formal quals,10-20,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,HE Qualification,30-40%,0-35,1,75,Y,Withdrawn,75.8,334.0
BBB,2014B,F,Wales,A Level or Equivalent,60-70%,0-35,2,60,N,Fail,56.0,14.0
BBB,2014B,F,South East Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn,82.2,737.0
BBB,2014B,F,South West Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,67.9090909090909,560.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,Y,Pass,76.77777777777777,842.0
BBB,2014B,F,Scotland,A Level or Equivalent,30-40%,0-35,2,120,N,Fail,90.75,858.0
BBB,2014B,F,Wales,HE Qualification,80-90%,35-55,0,120,N,Distinction,93.33333333333331,928.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Withdrawn,51.0,111.0
BBB,2014B,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,56.90909090909091,298.0
BBB,2014B,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,74.0,25.0
BBB,2014B,F,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,93.28571428571428,872.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,0-35,4,180,N,Fail,0.0,0.0
BBB,2014B,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,82.18181818181819,290.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,210,N,Pass,57.77777777777778,395.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,85.63636363636364,1140.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,73.54545454545455,1798.0
BBB,2014B,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Pass,76.0,618.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,120,N,Distinction,89.63636363636364,1756.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,83.9090909090909,2522.0
BBB,2014B,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,HE Qualification,60-70%,0-35,0,75,N,Pass,77.54545454545455,1882.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,72.0909090909091,269.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,150,N,Withdrawn,0.0,0.0
BBB,2014B,F,Wales,Lower Than A Level,20-30%,0-35,0,120,N,Fail,83.6,434.0
BBB,2014B,F,South Region,Lower Than A Level,60-70%,0-35,0,120,Y,Pass,81.7,1192.0
BBB,2014B,F,South Region,Lower Than A Level,10-20,0-35,2,60,N,Fail,90.0,18.0
BBB,2014B,F,North Western Region,Lower Than A Level,50-60%,35-55,3,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,North Western Region,A Level or Equivalent,60-70%,0-35,2,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,2,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,80.7,411.0
BBB,2014B,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,81.54545454545455,1077.0
BBB,2014B,F,Wales,No Formal quals,0-10%,35-55,0,60,N,Fail,0.0,0.0
BBB,2014B,F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,83.27272727272727,1288.0
BBB,2014B,F,London Region,HE Qualification,0-10%,35-55,0,120,N,Fail,53.0,116.0
BBB,2014B,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,86.75,111.0
BBB,2014B,M,South West Region,Lower Than A Level,60-70%,0-35,0,180,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,90,N,Distinction,90.0,304.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,86.2,839.0
BBB,2014B,F,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,73.0,42.0
BBB,2014B,F,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,64.81818181818181,395.0
BBB,2014B,F,London Region,HE Qualification,30-40%,0-35,0,120,N,Pass,81.0,507.0
BBB,2014B,F,Wales,HE Qualification,40-50%,0-35,0,60,N,Distinction,82.9,696.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,80.9090909090909,919.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,70.22222222222223,847.0
BBB,2014B,F,South Region,Lower Than A Level,50-60%,0-35,2,60,N,Pass,79.3,1551.0
BBB,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,77.0,548.0
BBB,2014B,F,East Anglian Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,Lower Than A Level,70-80%,35-55,1,60,N,Fail,84.33333333333333,292.0
BBB,2014B,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,85.7,199.0
BBB,2014B,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,80.8,313.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,2,240,N,Fail,91.375,200.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,75,N,Withdrawn,79.0,172.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,50-60%,35-55,1,210,N,Withdrawn,74.0,229.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,180,N,Distinction,84.6,762.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,0-10%,0-35,3,120,N,Fail,65.33333333333333,24.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South East Region,Lower Than A Level,50-60%,0-35,1,120,N,Fail,0.0,0.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,84.1,868.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,2,60,N,Distinction,90.0,806.0
BBB,2014B,F,South Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South East Region,Lower Than A Level,80-90%,0-35,1,60,N,Pass,72.63636363636364,251.0
BBB,2014B,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,63.111111111111114,83.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail,86.66666666666669,719.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,Y,Distinction,87.6,307.0
BBB,2014B,F,Scotland,Lower Than A Level,80-90%,35-55,2,120,N,Pass,88.72727272727273,1084.0
BBB,2014B,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Ireland,Lower Than A Level,60-70%,0-35,4,120,N,Fail,60.0,64.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,2,90,N,Distinction,89.72727272727273,705.0
BBB,2014B,M,Scotland,Lower Than A Level,30-40%,35-55,0,60,N,Pass,85.27272727272727,745.0
BBB,2014B,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,Y,Withdrawn,69.0,38.0
BBB,2014B,M,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,0.0
BBB,2014B,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,57.81818181818182,151.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,70-80%,35-55,2,60,Y,Fail,65.4,710.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,82.54545454545455,1079.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,85.0909090909091,1239.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,10-20,0-35,1,60,N,Withdrawn,57.0,24.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,63.5,237.0
BBB,2014B,F,South East Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,90.36363636363636,631.0
BBB,2014B,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,2,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,London Region,Lower Than A Level,0-10%,35-55,0,90,N,Fail,72.66666666666667,187.0
BBB,2014B,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,82.75,877.0
BBB,2014B,F,Wales,Lower Than A Level,60-70%,0-35,1,60,N,Pass,88.5,1355.0
BBB,2014B,F,London Region,A Level or Equivalent,0-10%,35-55,1,120,N,Fail,69.55555555555556,646.0
BBB,2014B,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,86.1,486.0
BBB,2014B,F,South East Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,89.5,75.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,80.81818181818181,502.0
BBB,2014B,M,South Region,HE Qualification,10-20,0-35,1,60,N,Pass,84.9090909090909,388.0
BBB,2014B,F,Wales,Lower Than A Level,20-30%,0-35,2,180,N,Fail,81.4,124.0
BBB,2014B,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,71.72727272727273,818.0
BBB,2014B,F,South West Region,HE Qualification,30-40%,35-55,0,60,N,Distinction,92.9090909090909,816.0
BBB,2014B,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,87.8,749.0
BBB,2014B,F,London Region,No Formal quals,60-70%,0-35,0,180,N,Pass,76.25,162.0
BBB,2014B,F,North Western Region,HE Qualification,60-70%,35-55,1,60,N,Fail,78.33333333333333,228.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,75.27272727272727,210.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,88.33333333333331,550.0
BBB,2014B,F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,81.4,200.0
BBB,2014B,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,80.44444444444444,1400.0
BBB,2014B,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,74.0909090909091,493.0
BBB,2014B,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,78.27272727272727,858.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,78.33333333333333,122.0
BBB,2014B,F,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,86.42857142857143,119.0
BBB,2014B,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,Pass,83.0909090909091,232.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,0.0,0.0
BBB,2014B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,75.9090909090909,487.0
BBB,2014B,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,83.1,2406.0
BBB,2014B,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Distinction,92.1818181818182,3262.0
BBB,2014B,M,South West Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,0.0,0.0
BBB,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,79.72727272727273,713.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,2,120,N,Withdrawn,87.4,290.0
BBB,2014B,M,West Midlands Region,Lower Than A Level,90-100%,35-55,2,300,N,Fail,77.0,1275.0
BBB,2014B,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,31.285714285714285,125.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,78.875,90.0
BBB,2014B,F,South Region,Lower Than A Level,90-100%,35-55,2,180,N,Fail,63.28571428571429,504.0
BBB,2014B,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,68.33333333333333,317.0
BBB,2014B,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,85.44444444444444,229.0
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,0-35,2,90,N,Fail,70.1,644.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,130,N,Pass,65.9090909090909,453.0
BBB,2014B,F,North Western Region,Lower Than A Level,10-20,0-35,1,120,N,Pass,69.55555555555556,131.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,90,N,Withdrawn,0.0,0.0
BBB,2014B,F,Ireland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,88.0,436.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,Fail,70.0,71.0
BBB,2014B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,88.54545454545455,510.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,0-35,2,120,N,Fail,0.0,0.0
BBB,2014B,F,Wales,HE Qualification,90-100%,0-35,0,60,N,Pass,82.54545454545455,611.0
BBB,2014B,F,Wales,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,81.63636363636364,369.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,80.0,456.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,South West Region,A Level or Equivalent,20-30%,0-35,1,180,N,Withdrawn,0.0,0.0
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail,0.0,0.0
BBB,2014B,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,86.85714285714286,3233.0
BBB,2014B,F,South West Region,Lower Than A Level,40-50%,0-35,0,195,N,Pass,79.45454545454545,665.0
BBB,2014B,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,89.54545454545455,6763.0
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,67.8,271.0
BBB,2014B,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,270,N,Pass,71.36363636363636,994.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,95.2,2451.0
BBB,2014B,F,South East Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,91.9,1424.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,77.2,506.0
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,2,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,South Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,87.0,141.0
BBB,2014B,F,Scotland,Lower Than A Level,80-90%,0-35,0,60,N,Pass,82.22222222222223,356.0
BBB,2014B,F,South Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Withdrawn,0.0,0.0
BBB,2014B,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,94.0,1759.0
BBB,2014B,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,71.7,100.0
BBB,2014B,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,73.4,225.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,90-100%,0-35,1,120,N,Pass,85.55555555555556,340.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,10-20,35-55,2,60,N,Withdrawn,59.0,88.0
BBB,2014B,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,80.0,16.0
BBB,2014B,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,A Level or Equivalent,50-60%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,62.0,36.0
BBB,2014B,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,1,120,N,Fail,57.0,117.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,73.66666666666667,21.0
BBB,2014B,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,92.0909090909091,783.0
BBB,2014B,F,London Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,53.54545454545455,745.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,69.0,94.0
BBB,2014B,F,Scotland,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,44.0,182.0
BBB,2014B,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,81.0,10.0
BBB,2014B,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,81.44444444444444,860.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,120,N,Distinction,91.8181818181818,1620.0
BBB,2014B,F,South West Region,A Level or Equivalent,80-90%,35-55,1,120,N,Pass,78.9090909090909,12.0
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,M,East Midlands Region,Lower Than A Level,10-20,0-35,2,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,74.0,185.0
BBB,2014B,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,70.45454545454545,765.0
BBB,2014B,F,North Region,HE Qualification,0-10%,0-35,0,150,N,Fail,62.0,984.0
BBB,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Pass,78.27272727272727,431.0
BBB,2014B,F,London Region,Lower Than A Level,10-20,0-35,2,120,N,Pass,73.18181818181819,353.0
BBB,2014B,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,64.1,356.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,60-70%,0-35,2,120,Y,Fail,65.66666666666667,5.0
BBB,2014B,M,East Anglian Region,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,55.16666666666666,1076.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,73.8,190.0
BBB,2014B,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,88.0,129.0
BBB,2014B,F,Wales,Lower Than A Level,20-30%,35-55,0,120,Y,Fail,55.18181818181818,1215.0
BBB,2014B,M,Ireland,Lower Than A Level,0-10%,0-35,1,180,Y,Pass,88.77777777777777,1157.0
BBB,2014B,F,South East Region,Lower Than A Level,50-60%,0-35,1,60,Y,Withdrawn,0.0,0.0
BBB,2014B,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,80.5,183.0
BBB,2014B,F,South West Region,A Level or Equivalent,40-50%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,120,N,Distinction,88.45454545454545,578.0
BBB,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,2,60,N,Fail,35.0,19.0
BBB,2014B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,74.2,401.0
BBB,2014B,F,Wales,Lower Than A Level,50-60%,0-35,1,60,N,Fail,83.0,22.0
BBB,2014B,F,South East Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,90.63636363636364,1085.0
BBB,2014B,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,0.0,0.0
BBB,2014B,F,Ireland,Lower Than A Level,70-80%,0-35,3,120,N,Withdrawn,62.14285714285714,94.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,88.81818181818181,389.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,180,N,Withdrawn,80.5,383.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,120,N,Distinction,88.81818181818181,909.0
BBB,2014B,F,South Region,Lower Than A Level,80-90%,0-35,1,180,N,Pass,72.45454545454545,811.0
BBB,2014B,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,77.0,129.0
BBB,2014B,M,Scotland,Lower Than A Level,0-10%,0-35,1,120,Y,Fail,85.81818181818181,103.0
BBB,2014B,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,78.7,290.0
BBB,2014B,F,London Region,Lower Than A Level,20-30%,35-55,0,240,N,Withdrawn,0.0,0.0
BBB,2014B,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,72.81818181818181,188.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,10-20,0-35,1,120,N,Fail,0.0,0.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Scotland,HE Qualification,80-90%,0-35,1,120,N,Pass,73.63636363636364,242.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,150,N,Fail,64.8888888888889,325.0
BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,0.0,0.0
BBB,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,86.0,257.0
BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,89.25,1035.0
BBB,2014B,F,South East Region,A Level or Equivalent,50-60%,35-55,0,120,N,Distinction,86.0,908.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,81.9090909090909,246.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,80.28571428571429,81.0
BBB,2014B,F,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Fail,84.4,242.0
BBB,2014B,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,0.0,0.0
BBB,2014B,F,West Midlands Region,Lower Than A Level,10-20,35-55,1,60,N,Withdrawn,0.0,0.0
BBB,2014B,F,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,85.1111111111111,1562.0
BBB,2014B,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,76.0,38.0
BBB,2014B,M,Wales,A Level or Equivalent,40-50%,0-35,1,120,N,Pass,96.0,598.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,180,N,Pass,75.2,373.0
BBB,2014B,F,South West Region,Lower Than A Level,0-10%,35-55,0,60,N,Distinction,85.18181818181819,1103.0
BBB,2014B,F,South Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass,86.45454545454545,313.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,84.1111111111111,264.0
BBB,2014B,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,86.45454545454545,179.0
BBB,2014B,F,North Region,No Formal quals,,0-35,0,90,N,Pass,88.0909090909091,551.0
BBB,2014B,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,72.9090909090909,1453.0
BBB,2014B,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,180,N,Fail,63.0,37.0
BBB,2014B,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,Y,Pass,75.0909090909091,899.0
BBB,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,92.0,34.0
BBB,2014B,F,South East Region,Lower Than A Level,30-40%,0-35,1,120,N,Fail,82.5,116.0
BBB,2014B,F,Yorkshire Region,HE Qualification,80-90%,0-35,0,120,N,Pass,80.3,282.0
BBB,2014B,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass,93.63636363636364,2436.0
